Study Site,Source,Period Start,Period End,Probable Period,Weight (g),Reference
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Tairua,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Tairua,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Tairua,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Tairua,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Tairua,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Taupo,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Taupo,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Te Ahumata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Waihi,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Whangamata,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Hahei,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Whangamata,1325,1600,Early,,Cruickshank (2011)
Sunde Site,Whangamata,1325,1600,Early,,Cruickshank (2011)
Taputiketike Pa,Mayor Island,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Mayor Island,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Mayor Island,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Mayor Island,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Taputiketike Pa,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Torpedo Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Kaeo,1600,1769,Late,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Mayor Island,1600,1769,Late,,Cruickshank (2011)
Torpedo Bay,Mayor Island,,,,,Cruickshank (2011)
Torpedo Bay,Te Ahumata,1600,1769,Late,,Cruickshank (2011)
Torpedo Bay,Te Ahumata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Torpedo Bay,Whangamata,,,,,Cruickshank (2011)
Urupukapuka Island,Cooks Beach,,,,,McCoy et al (2010)
Urupukapuka Island,Cooks Beach,,,,,McCoy et al (2010)
Urupukapuka Island,Cooks Beach,,,,,McCoy et al (2010)
Urupukapuka Island,Cooks Beach,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Huruiki,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Kaeo,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
Urupukapuka Island,Mayor Island,,,,,McCoy et al (2010)
